ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
33848,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Apples,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Colleague;Other (please specify):,,,18,16,Other (please specify):,"1,000 to 4,999 employees",I have little or no influence,Ask developers I know/work with,Is set up to be customized and needs to be engineered into a usable product,APIs;Reputation for quality and excellence;Frequent updates to features;Other:,Finland,EUR European Euro,75000.0,Bash/Shell (all shells);Java;Kotlin;Python;SQL,Java;SQL,Java;SQL,PostgreSQL,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),React;Spring Boot,React,React,,,,Spring Framework,Quarkus;RabbitMQ,,Homebrew;Maven (build tool);npm,Homebrew;Maven (build tool),Homebrew;Maven (build tool),IntelliJ IDEA;Sublime Text;Vim,IntelliJ IDEA,IntelliJ IDEA,,MacOS,Confluence;Jira,Confluence,Confluence,Discord;IRC;Slack,IRC;Mattermost,IRC,,,,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,Less than once per month or monthly,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not at all","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,16.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Never,1-2 times a week,1-2 times a week,60-120 minutes a day,30-60 minutes a day,Amount of technical debt;Tracking my work;Patching/updating core components;Reliability of tools/systems used in work,Observability tools;Knowledge sharing community;AI-assisted technology tool(s),Hybrid (on-prem and cloud),Traditional public search engine,Other:,0.0,10.0,20.0,20.0,20.0,30.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,80555.0,9.0
34312,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Books;How-to videos;Interactive tutorial;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,18,17,"Developer, embedded applications or devices",100 to 499 employees,I have little or no influence,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization,Finland,EUR European Euro,55000.0,Bash/Shell (all shells);C;C++;Go;Java;Python;Rust,Bash/Shell (all shells);C;C++;Elixir;Go;Kotlin;Nim;Python;Ruby;Rust;Zig,Bash/Shell (all shells);C;C++;Go;Python;Rust,InfluxDB;SQLite,InfluxDB;SQLite,InfluxDB;SQLite,Amazon Web Services (AWS);Microsoft Azure,Amazon Web Services (AWS);Hetzner;Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,AngularJS;FastAPI,Phoenix;Ruby on Rails,,CMake;Cargo;GNU GCC;LLVM's Clang;Meson;Ninja,CMake;Cargo;GNU GCC;LLVM's Clang;Meson;Ninja,CMake;Cargo;GNU GCC;LLVM's Clang;Meson;Ninja,Pandas;Qt,Qt,Qt,APT;Docker;Make;Ninja;npm;Pip;Podman;Yarn,APT;Docker;Ninja;Pip;Podman,APT;Docker;Ninja;Pip;Podman,CLion;Eclipse;Goland;IntelliJ IDEA;Nano;Notepad++;PyCharm;Qt Creator;Visual Studio Code,CLion;Goland;IntelliJ IDEA;Nano;Notepad++;PyCharm;Qt Creator;Visual Studio Code,CLion;Goland;IntelliJ IDEA;Nano;Notepad++;PyCharm;Qt Creator;Visual Studio Code,Android;Fedora;iPadOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Debian;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Azure Devops;Markdown File,Azure Devops;Markdown File,Azure Devops;Markdown File,Microsoft Teams,Microsoft Teams,Microsoft Teams,ChatGPT,,,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,18.0,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Tracking my work;Complexity of tech stack for deployment;Complexity of tech stack for build,DevOps function;Automated testing;Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),Traditional public search engine,Other:,20.0,5.0,5.0,10.0,20.0,15.0,5.0,15.0,5.0,Appropriate in length,Easy,59073.0,7.0
34380,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;How-to videos;Interactive tutorial,API document(s) and/or SDK document(s);User guides or README files found in the source repository;AI-powered search/dev tool (paid),19,12,"Developer, embedded applications or devices","10,000 or more employees",I have a great deal of influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Reputation for quality and excellence;Connected to an open source project,Finland,EUR European Euro,60000.0,C;C++;Go;Python;Rust;Zig,C;Go;Python;Rust;Zig,C;Go;Python;Rust;Zig,PostgreSQL;SQLite,,,,,,ASP.NET CORE;Django;Htmx;React,Django;Htmx,Django;Htmx,CMake;Cargo;GNU GCC;LLVM's Clang,CMake;GNU GCC;LLVM's Clang,CMake;GNU GCC;LLVM's Clang,.NET (5+) ,,,Docker;Make;npm;Pip;Podman;Webpack,Podman,Podman,Emacs;Neovim;Visual Studio Code,Emacs;Neovim,Emacs;Neovim,Other Linux-based,Windows;Windows Subsystem for Linux (WSL),Confluence;Jira;Miro,Miro,Miro,Microsoft Teams;Slack,,,ChatGPT,ChatGPT,ChatGPT,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,A few times per month or weekly,Not sure/can't remember,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not at all",Yes,Indifferent,Speed up learning,Somewhat distrust,Bad at handling complex tasks,Writing code;Documenting code;Debugging and getting help;Search for answers,Testing code;Predictive analytics;Generating content or synthetic data,Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring,,,Writing code;Debugging and getting help;Search for answers,Documenting code,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,People manager,12.0,Agree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,30-60 minutes a day,Tracking my work,DevOps function;Automated testing;Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),AI-powered search (paid),Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Neither easy nor difficult,64444.0,7.0
34596,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed",Remote,Apples,Hobby;Professional development or self-paced learning from online courses,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Written Tutorials;Stack Overflow;Written-based Online Courses,,4,4,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,APIs;Other:,Finland,EUR European Euro,,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,MySQL;PostgreSQL;SQLite,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Hetzner,Hetzner,Hetzner,Angular;Django;FastAPI;Flask;WordPress,Angular;Django;FastAPI;Flask;Htmx;React,Angular;Django;FastAPI;Flask,Arduino;Rasberry Pi,Arduino;Rasberry Pi,Arduino;Rasberry Pi,Pandas;TensorFlow,Apache Kafka;Pandas;TensorFlow,Pandas;TensorFlow,Docker;Kubernetes,Docker;Kubernetes,Docker;Kubernetes,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Ubuntu;Windows;Windows Subsystem for Linux (WSL),Ubuntu;Windows;Windows Subsystem for Linux (WSL),,,,Google Chat;Whatsapp,,,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow,Less than once per month or monthly,Not sure/can't remember,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,Yes,Favorable,Increase productivity;Make workload more manageable,Somewhat distrust,Bad at handling complex tasks,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,,,,,,,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Energy demand,Don’t trust the output or answers;We don’t have the right policies in place to reduce security risks;Other (please specify):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,
34708,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;Written-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository,11,8,"Developer, full-stack",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Quality support system;Reputation for quality and excellence,Finland,EUR European Euro,164000.0,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,PostgreSQL,,,,,,Next.js;Node.js;React,Node.js;React;Svelte,Node.js;React,,,,,,,,,,Visual Studio Code,Visual Studio Code,Visual Studio Code,MacOS;Ubuntu;Windows,MacOS,Linear;Notion,Linear,Linear,Signal;Slack;Telegram;Whatsapp;Zoom,Slack;Whatsapp;Zoom,Slack;Whatsapp;Zoom,GitHub Copilot;WolframAlpha,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,A few times per week,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not at all",Yes,Favorable,Increase productivity;Greater efficiency;Improve accuracy in coding,Highly trust,"Good, but not great at handling complex tasks",Writing code;Documenting code;Testing code,Learning about a codebase;Debugging and getting help;Search for answers;Generating content or synthetic data,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,Writing code;Documenting code;Testing code,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Imitating a person's likeness,Not everyone uses them,Yes,Individual contributor,8.0,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Never,Never,Never,60-120 minutes a day,15-30 minutes a day,Amount of technical debt;Complexity of tech stack for deployment,Automated testing;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),A coworker,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Too long,Neither easy nor difficult,176146.0,7.0
34761,I code primarily as a hobby,Under 18 years old,"Student, full-time",,Apples,,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Video-based Online Courses;Written-based Online Courses;AI,Traditional public search engine,5,,Student,,,,,,Finland,,,GDScript;Python,GDScript;Java;Python,GDScript;Python,,,,,,,,,,,,,,,,Godot,Godot,Godot,PyCharm,PyCharm,PyCharm,Windows,Windows,,,,,,,ChatGPT,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really",Yes,Unfavorable,Greater efficiency;Speed up learning,Somewhat distrust,Bad at handling complex tasks,Debugging and getting help;Search for answers;Generating content or synthetic data,Project planning,Learning about a codebase;Writing code;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,Search for answers,Debugging and getting help;Generating content or synthetic data,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand,Don’t trust the output or answers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,,
34816,I am a developer by profession,35-44 years old,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Video-based Online Courses;Written-based Online Courses,User guides or README files found in the source repository;Traditional public search engine,10,2,"Developer, full-stack",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Read ratings or reviews on third party sites like G2 Crowd,Is set up to be customized and needs to be engineered into a usable product,Integrated developer community;Reputation for quality and excellence;Frequent updates to features,Finland,EUR European Euro,26000.0,Bash/Shell (all shells);C#;Go;JavaScript;PHP;PowerShell;SQL,C#;Go,C#;Go,MySQL;PostgreSQL;Redis;Solr;SQLite,SQLite,SQLite,,,,Node.js;WordPress,WordPress,WordPress,,,,.NET (5+) ;.NET Framework (1.0 - 4.8);React Native;Spring Framework,.NET (5+) ,.NET (5+) ,Ansible;Ant;Composer;Docker,Ansible;MSBuild;NuGet,Ansible,Goland;IntelliJ IDEA;Nano;Notepad++;Visual Studio;Visual Studio Code,Goland;Notepad++;Visual Studio Code,Goland;Notepad++;Visual Studio Code,Other Linux-based;Windows,,Jira;Markdown File;Obsidian,,,Discord;IRC;Slack;Zoom,Discord,Discord,GitHub Copilot;Tabnine;Visual Studio Intellicode;You.com,GitHub Copilot;Visual Studio Intellicode,GitHub Copilot;Visual Studio Intellicode,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions;Learning new-to-me technology/techniques,Neutral,Yes,Indifferent,Speed up learning;Make workload more manageable,Somewhat distrust,Bad at handling complex tasks,Writing code;Debugging and getting help;Search for answers;Generating content or synthetic data,Learning about a codebase;Project planning;Documenting code,Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,Debugging and getting help;Generating content or synthetic data,Writing code;Search for answers,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,25.0,Agree,Strongly agree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly disagree,1-2 times a week,1-2 times a week,1-2 times a week,Over 120 minutes a day,30-60 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Complexity of tech stack for build;Patching/updating core components;Reliability of tools/systems used in work,DevOps function;Knowledge sharing community;AI-assisted technology tool(s);Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Hybrid (on-prem and cloud),Traditional public search engine,"Transportation, or Supply Chain",0.0,0.0,10.0,15.0,25.0,15.0,25.0,0.0,10.0,Appropriate in length,Easy,27926.0,7.0
35029,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free);AI-powered search/dev tool (paid),13,11,"Developer, full-stack",2 to 9 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,APIs;Customization;Integrated developer community;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,Finland,EUR European Euro,62500.0,C;C#;C++;JavaScript;Python;SQL;TypeScript,C#;Go;Python;Rust;SQL;TypeScript,C#;Python;SQL;TypeScript,DuckDB;Microsoft SQL Server;PostgreSQL;SQLite,DuckDB;Microsoft SQL Server;PostgreSQL;SQLite,DuckDB;Microsoft SQL Server;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Microsoft Azure,Microsoft Azure,ASP.NET CORE;Blazor;FastAPI;Next.js;React,ASP.NET CORE;FastAPI;React,ASP.NET CORE;FastAPI;React,CMake;MSVC,,,.NET (5+) ;Electron;Opencv,.NET (5+) ;Opencv,.NET (5+) ;Opencv,Docker;MSBuild;npm;NuGet;Pip;Visual Studio Solution;Webpack,Docker;npm;Pip;Visual Studio Solution;Webpack,Docker;npm;Pip;Visual Studio Solution;Webpack,Sublime Text;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Ubuntu;Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Azure Devops;Basecamp;Confluence;GitHub Discussions;Jira;Miro,Azure Devops;Basecamp;GitHub Discussions,Azure Devops;Basecamp;GitHub Discussions,Discord;Microsoft Teams;Slack;Whatsapp,,,Bing AI;ChatGPT;GitHub Copilot;Perplexity AI,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"No, not really",Yes,Favorable,Increase productivity,Neither trust nor distrust,Very poor at handling complex tasks,Project planning;Writing code;Debugging and getting help,Learning about a codebase;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,,,,Project planning;Writing code;Debugging and getting help,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of executive buy-in;Not everyone uses them",Yes,Individual contributor,13.0,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,1-2 times a week,10+ times a week,Never,30-60 minutes a day,30-60 minutes a day,Amount of technical debt;Patching/updating core components,Automated testing;Knowledge sharing community;AI-assisted technology tool(s);Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),AI-powered search (paid),Software Development,20.0,10.0,0.0,10.0,10.0,30.0,10.0,0.0,10.0,Appropriate in length,Neither easy nor difficult,67129.0,7.0
35045,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Books;Written Tutorials;Stack Overflow;How-to videos;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free);AI-powered search/dev tool (paid),11,6,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,I have a great deal of influence,Start a free trial;Other (please specify):,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Reputation for quality and excellence;Frequent updates to features,Finland,EUR European Euro,,C++;HTML/CSS;JavaScript;TypeScript,C++;HTML/CSS;JavaScript;TypeScript,C++;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MongoDB,Cloud Firestore;MongoDB,Cloud Firestore;MongoDB,Digital Ocean;Firebase;Google Cloud,Digital Ocean;Firebase;Google Cloud,Digital Ocean;Firebase;Google Cloud,Express;Next.js;Node.js;React,Fastify;Next.js;Node.js;React,Next.js;Node.js;React,,,,,,,APT;npm;Vite,APT;Bun;Docker;npm;Vite,APT;npm;Vite,Visual Studio Code,Visual Studio Code,Visual Studio Code,Windows,Ubuntu;Windows,Linear;Markdown File,Linear;Markdown File,Linear;Markdown File,Slack;Telegram;Whatsapp,Slack;Telegram;Whatsapp,Slack;Telegram;Whatsapp,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not really",Yes,Very favorable,Increase productivity;Speed up learning;Improve accuracy in coding,Somewhat distrust,Bad at handling complex tasks,Writing code;Debugging and getting help;Testing code;Committing and reviewing code,Deployment and monitoring;Predictive analytics;Search for answers,Learning about a codebase;Project planning;Documenting code;Generating content or synthetic data,,Debugging and getting help;Testing code,Writing code;Committing and reviewing code,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Other (please specify):,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,People manager,5.0,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,10+ times a week,1-2 times a week,15-30 minutes a day,60-120 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Patching/updating core components,Automated testing,Cloud only (single or multi-cloud),Traditional public search engine,Other:,25.0,0.0,0.0,22.0,0.0,25.0,22.0,0.0,6.0,Appropriate in length,Easy,,8.0
35124,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Written Tutorials;Interactive tutorial;Video-based Online Courses;Written-based Online Courses,API document(s) and/or SDK document(s),18,12,"Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,APIs;Customization;Integrated developer community;Reputation for quality and excellence,Finland,EUR European Euro,75000.0,Clojure;HTML/CSS;JavaScript;Python;SQL;TypeScript,Clojure;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Clojure;HTML/CSS;JavaScript;Python;SQL;TypeScript,Elasticsearch;PostgreSQL,Databricks SQL;Datomic;Elasticsearch;PostgreSQL;Snowflake,Elasticsearch;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),Node.js;React;Vue.js,React,React,,,,Hugging Face Transformers;NumPy;Pandas;RabbitMQ;Scikit-Learn,Apache Kafka;Apache Spark;Hugging Face Transformers;NumPy;Opencv;Pandas;RabbitMQ;Scikit-Learn;TensorFlow;Torch/PyTorch,Hugging Face Transformers;NumPy;Pandas;RabbitMQ;Scikit-Learn,Docker;Homebrew;Kubernetes;npm;Pip;Terraform;Yarn,Docker;Homebrew;Kubernetes;npm;Pip;Terraform,Docker;Homebrew;Kubernetes;npm;Pip;Terraform,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,MacOS,MacOS,GitHub Discussions;Miro,GitHub Discussions;Miro,GitHub Discussions;Miro,Google Chat;Google Meet;Microsoft Teams;Slack,Google Chat;Google Meet;Slack,Google Chat;Google Meet;Slack,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT;GitHub Copilot,Stack Overflow;Stack Exchange,A few times per week,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Other (please specify):,"No, not really",Yes,Favorable,Increase productivity;Speed up learning;Make workload more manageable,Neither trust nor distrust,Neither good or bad at handling complex tasks,Writing code;Documenting code;Debugging and getting help;Generating content or synthetic data,Learning about a codebase;Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers,,,,Writing code;Documenting code;Debugging and getting help;Generating content or synthetic data,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Energy demand,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,80555.0,
